,headline,article_link,is_sarcastic
13,Conservationists Update Local Fish Diet To Include Carelessly Tossed Ciggies,https://www.betootaadvocate.com/breaking-news/conservationists-update-local-fish-diet-to-include-carelessly-tossed-ciggies/,1
14,PM: “Good Thing I Acknowledged Tel Aviv As Capital When I Did”,https://www.betootaadvocate.com/breaking-news/pm-good-thing-i-acknowledged-tel-aviv-as-capital-when-i-did/,1
15,Recently Single Woman Becomes Fully Versed With Every Personality Disorder Known To Man,https://www.betootaadvocate.com/breaking-news/recently-single-woman-becomes-fully-versed-with-every-personality-disorder-known-to-man/,1
16,Apprentice Seemingly Under Impression Whole Lunch Crew Want To Hear His TikTok Feed,https://www.betootaadvocate.com/breaking-news/apprentice-seemingly-under-impression-whole-lunch-crew-want-to-hear-his-tiktok-feed/,1
17,Government In Debt From Protecting Baby Boomer’s Lungs Now Focused On Protecting Their Assets,https://www.betootaadvocate.com/breaking-news/government-in-debt-from-protecting-baby-boomers-lungs-now-focused-on-protecting-their-assets/,1
18,Shit Day At School Made Even Worse After Child Spies Crock Pot Simmering In Kitchen,https://www.betootaadvocate.com/breaking-news/shit-day-at-school-made-even-worse-after-child-spies-crock-pot-simmering-in-kitchen/,1
19,Woodwork Class Made More Exciting By Teacher’s Missing Fingers,https://www.betootaadvocate.com/breaking-news/woodwork-class-made-more-exciting-by-teachers-missing-fingers/,1
20,Fossil Fuel Industry Fuming After Frydenberg Fails To Give Them Final Cut On Federal Budget,https://www.betootaadvocate.com/breaking-news/fossil-fuel-industry-fuming-after-frydenberg-fails-to-give-them-final-cut-on-federal-budget/,1
21,Pop Deaf Enough That Nan Can Talk Shit About Him When He’s Right There,https://www.betootaadvocate.com/breaking-news/pop-deaf-enough-that-nan-can-talk-shit-about-him-when-hes-right-there/,1
22,Modern Day Socrates Drops Some Of That Fire Philosophical Theory At 6AM Mark During Kick Ons,https://www.betootaadvocate.com/breaking-news/modern-day-socrates-drops-some-of-that-fire-philosophical-theory-at-6am-mark-during-kick-ons/,1
23,Land Speed Record Broken By R32 Skyline Facing Orange Light,https://www.betootaadvocate.com/breaking-news/land-speed-record-broken-by-r32-skyline-facing-orange-light/,1
24,Brisbane Dad Messages His Kids In Byron To Warn Of Active Cases 1000km South Of Them,https://www.betootaadvocate.com/breaking-news/brisbane-dad-messages-his-kids-in-byron-to-warn-of-active-cases-1000km-south-of-them/,1
25,All Of NSW Hoping Old Mate At Least Got The BBQ He Was Looking For,https://www.betootaadvocate.com/breaking-news/all-of-nsw-hoping-old-mate-at-least-got-the-bbq-he-was-looking-for/,1
26,Home Affairs Gives Border Control Officers Bunnings Paint Swatches For Future Reference,https://www.betootaadvocate.com/breaking-news/home-affairs-gives-border-control-officers-bunnings-paint-swatches-for-future-reference-2/,1
27,"With Grand Plans To One Day Rival Rocky Beef Week, West End Hosts Inaugural Tofu/Tempeh Week",https://www.betootaadvocate.com/breaking-news/with-grand-plans-to-one-day-rival-rocky-beef-week-west-end-hosts-inaugural-tofu-tempeh-week/,1
28,14 Year Old School Girls Cement Friendship By Making Pact To Walk The Cross Country Together,https://www.betootaadvocate.com/breaking-news/14-year-old-school-girls-cement-friendship-by-making-pact-to-walk-the-cross-country-together/,1
29,Fallen Toddler Stops To Gauge People’s Reaction Before Breaking Into Hysterics,https://www.betootaadvocate.com/breaking-news/fallen-toddler-stops-to-gauge-peoples-reaction-before-breaking-into-hysterics/,1
30,Woman Lends RFS A Hand With Backburning And Tosses Her Durry Out The Window,https://www.betootaadvocate.com/breaking-news/woman-lends-rfs-a-hand-with-backburning-and-tosses-her-durry-out-the-window/,1
31,Lesbian Hipster Faces Criticism From Own Community For Not Having At Least One Harry Potter Tattoo,https://www.betootaadvocate.com/breaking-news/lesbian-hipster-faces-criticism-from-own-community-for-not-having-at-least-one-harry-potter-tattoo/,1
32,Loyal Mates Of Recently Dumped Bloke Take Him Out To Pick Up Chicks On A Tuesday In Empty Pub,https://www.betootaadvocate.com/breaking-news/loyal-mates-of-recently-dumped-bloke-take-him-out-to-pick-up-chicks-on-a-tuesday-in-empty-pub/,1
33,Roosters Set To Sensationally Poach God From Scott Morrison’s Marketing Team,https://www.betootaadvocate.com/breaking-news/roosters-set-to-sensationally-poach-god-from-scott-morrisons-marketing-team/,1
34,NSW Government Unveils Plans For New Parramatta City Raceway,https://www.betootaadvocate.com/breaking-news/nsw-government-unveils-plans-for-new-parramatta-city-raceway/,1
35,Lattes Wondering What They Did To Offend Conservatives,https://www.betootaadvocate.com/breaking-news/lattes-wondering-what-they-did-to-offend-conservatives/,1
36,Dog Patiently Waits Until Owner Is Sound Asleep To Check Out What’s Going On In The Bedroom,https://www.betootaadvocate.com/breaking-news/dog-patiently-waits-until-owner-is-sound-asleep-to-check-out-whats-going-on-in-the-bedroom/,1
37,“Working Half Days Now Are We?” Laughs Old Fella As Apprentice Packs Up 15 Minutes Early,https://www.betootaadvocate.com/breaking-news/working-half-days-now-are-we-laughs-old-fella-as-apprentice-packs-up-15-minutes-early/,1
38,Nation Wondering If One Of These $7.5 Billion Submarines Could Save Women From Being Murdered,https://www.betootaadvocate.com/breaking-news/nation-wondering-if-one-of-these-7-5-billion-submarines-could-save-women-from-being-murdered/,1
39,PM Defends Disaster Milkshake Consent Video: “It Only Cost Us 55 School Teacher Salaries”,https://www.betootaadvocate.com/breaking-news/pm-defends-disaster-milkshake-consent-video-it-only-cost-us-55-school-teacher-salaries/,1
40,Byron Residents Protest Netflix Show That Might Expose Some Of The Shit They Overhear In Cafes,https://www.betootaadvocate.com/breaking-news/byron-residents-protest-netflix-show-that-might-expose-some-of-the-shit-they-overhear-in-cafes/,1
41,Dental Receptionist Wants To Know If You’re Available On May 28th 2024 For A Follow-Up Appointment,https://www.betootaadvocate.com/breaking-news/dental-receptionist-wants-to-know-if-youre-available-on-may-28th-2024-for-a-follow-up-appointment/,1
42,Milkshake Video Overtakes Stoner Sloth As Weirdest Christian Shit The Libs Have Ever Paid For,https://www.betootaadvocate.com/breaking-news/milkshake-video-overtakes-stoner-sloth-as-weirdest-christian-shit-the-libs-have-ever-paid-for/,1
43,Cafe Patron Earns Staff Respect By Letting Them Know He’s In A Hurry,https://www.betootaadvocate.com/breaking-news/cafe-patron/,1
44,“Get Around It” Says Mate Arriving Back From Bar With A Round Of Very Weird Drinks,https://www.betootaadvocate.com/breaking-news/get-around-it-says-mate-arriving-back-from-bar-with-a-round-of-very-weird-drinks/,1
45,Peter Dutton Books Cardi B And Megan Thee Stallion In For Anzac Day At Parliament House,https://www.betootaadvocate.com/breaking-news/peter-dutton-books-cardi-b-and-megan-thee-stallion-in-for-anzac-day-at-parliament-house/,1
46,“Christine Holgate Is Our Rosa Parks” Says Inner-City Corporate Lawyer At Big 6 Law Firm,https://www.betootaadvocate.com/breaking-news/reflextest20003/,1
47,Victoria Police Investigate Reports Of A Bendigo Man Getting Married In Portsea,https://www.betootaadvocate.com/breaking-news/victoria-police-investigate-reports-of-a-bendigo-man-getting-married-in-portsea/,1
48,“All Modern Music Sounds The Same” Says Bloke Who Can Tell The Difference Between AC/DC Songs,https://www.betootaadvocate.com/breaking-news/all-modern-music-sounds-the-same-says-bloke-who-can-tell-the-difference-between-ac-dc-songs/,1
49,Tony Abbott Takes Paid Leave From Unemployment After Death Of His Most Important Constituent,https://www.betootaadvocate.com/breaking-news/tony-abbott-takes-paid-leave-from-unemployment-after-death-of-his-most-important-constituent-2/,1
50,Australia Mourns Man Who Hated Us,https://www.betootaadvocate.com/breaking-news/australia-mourns-man-who-hated-us/,1
51,Byron Incense Retailer Hates To Say I Told You So But Even The PM Doesn’t Trust Big Pharma Now,https://www.betootaadvocate.com/breaking-news/byron-incense-retailer-hates-to-say-i-told-you-so-but-even-the-pm-doesnt-trust-big-pharma-now/,1
52,Wollongong Man Nods To His Steelworker Ancestors As He Runs Cold Water Over Hot Frying Pan,https://www.betootaadvocate.com/breaking-news/wollongong-man-nods-to-his-steelworker-ancestors-as-he-runs-cold-water-over-hot-frying-pan/,1
53,Thoughtful Tosser Leaves His Empty Coffee Cup On The Train For Someone Else,https://www.betootaadvocate.com/breaking-news/coffee-cup-2/,1
54,Calls For ‘The Day My Bum Went Psycho’ To Be Banned Due To Problematic Portrayal Of Diarrhoea,https://www.betootaadvocate.com/breaking-news/bum-psycho-andy-griff/,1
55,“That Wasn’t You Down There In Byron Was It? Haha” Every Builder In Brisbane Asks Apprentice,https://www.betootaadvocate.com/breaking-news/every-builder-in-brisbane-asks-apprentice-that-wasnt-you-down-there-in-byron-was-it-haha/,1
56,Calls For ‘The Day My Bum Went Psycho’ To Be Banned Due To Problematic Portrayal Of Diarrhoea,https://www.betootaadvocate.com/breaking-news/calls-for-the-day-my-bum-went-psycho-to-be-banned-due-to-problematic-portrayal-of-diarrhoea/,1
57,Auctioneer Takes Fake Bidding Too Far; Accidentally Sells House To Magnolia Tree,https://www.betootaadvocate.com/breaking-news/auctioneer-takes-fake-bidding-too-far-accidentally-sells-house-to-magnolia-tree/,1
58,Apprentice Sent Home After Turning Up To TAFE Without Bunnings Trade Shirt Uniform,https://www.betootaadvocate.com/breaking-news/apprentice-sent-home-after-turning-up-to-tafe-without-bunnings-trade-shirt-uniform/,1
59,Paid Leave Porter To Take His Dismissal As AG To The Fair Work Commission He Tried To Destroy,https://www.betootaadvocate.com/breaking-news/paid-leave-porter-to-take-his-dismissal-as-ag-to-the-fair-work-commission-he-tried-to-destroy/,1
60,PM Reassures Nation Things Are Totally Under Control By Firing Shots At His Murdoch Allies,https://www.betootaadvocate.com/breaking-news/pm-reassures-nation-things-are-totally-under-control-by-firing-shots-at-his-murdoch-allies/,1
61,Stressed Out Young Mother Just Waiting For Tracy Grimshaw To Tell Her Red Wine Is Healthy Again,https://www.betootaadvocate.com/breaking-news/stressed-out-young-mother-just-waiting-for-tracy-grimshaw-to-tell-her-red-wine-is-healthy-again/,1
62,“How The Fuck Did I End Up Sitting Here With These Fucken Morons?” Frydenberg Wonders To Self,https://www.betootaadvocate.com/breaking-news/how-the-fuck-did-i-end-up-sitting-here-with-these-fucken-morons-frydenberg-wonders-to-self/,1
63,Bloke Shovelling Popcorn During New Action Movie Quietly Tells Himself He Could Do That Shit Too,https://www.betootaadvocate.com/breaking-news/bloke-shovelling-popcorn-during-new-action-movie-quietly-tells-himself-he-could-do-that-shit-too/,1
64,Man Insisting On Destination Wedding In The Middle Of A Pandemic Must Be Trying To Buy Some Time,https://www.betootaadvocate.com/breaking-news/bloke-insisting-on-destination-wedding-in-the-middle-of-a-pandemic-must-be-trying-to-buy-some-time/,1
65,Local Woman Gets Final Push Into Health Kick After Ex-Boyfriend’s Oversized Shirt Begins Fitting Snugly,https://www.betootaadvocate.com/breaking-news/local-woman-gets-final-push-into-health-kick-after-ex-boyfriends-oversized-shirt-begins-fitting-snugly/,1
66,Vege Burger Good In Theory,https://www.betootaadvocate.com/breaking-news/vege-burger-good-in-theory/,1
67,“Oi.. We Don’t Do That Here!” – Scotty Bravely Orders AFP To Lower Their Guns During Protests,https://www.betootaadvocate.com/breaking-news/oi-we-dont-do-that-here-scotty-bravely-orders-afp-to-lower-their-guns-during-protests/,1
68,Background Check Sees Local Woman Find Out Crush’s Estimated Career Salary Before First Date,https://www.betootaadvocate.com/breaking-news/background-check-sees-local-woman-finding-out-crushs-estimated-career-salary-before-first-date/,1
69,Paid Leave Porter Spends Morning Trying To Feed 24 Panadol Rapids To A Local Rainbow Lorikeet,https://www.betootaadvocate.com/breaking-news/paid-leave-porter-spends-morning-trying-to-feed-24-panadol-rapids-to-a-local-rainbow-lorikeet/,1
70,Paid Leave Porter Spends Afternoon Using Egg Account To Prove That Gender Pay Gap Is A Myth,https://www.betootaadvocate.com/breaking-news/paid-leave-porter-spends-afternoon-using-egg-account-to-prove-that-gender-pay-gap-is-a-myth/,1
71,Married Man In Major Need Of A Hobby Counts Down Days Until Next Bucks Party,https://www.betootaadvocate.com/breaking-news/married-man-in-major-need-of-a-hobby-counts-down-days-until-next-bucks-party/,1
72,Woman Instantly Wooed By Watching Crush Parallel Park In One Point,https://www.betootaadvocate.com/breaking-news/woman-instantly-wooed-by-watching-crush-parallel-park-in-one-point/,1
73,"PM Addresses Mardi Gras Crowd: “I Don’t Have A Problem With Youse, Just Keep It Away From Me”",https://www.betootaadvocate.com/breaking-news/pm-addresses-mardi-gras-crowd-i-dont-have-a-problem-with-youse-just-keep-it-away-from-me/,1
74,"Scotty Distracts News Cycle With Photos Of Him At Home Building A 100,000 Hen Battery Farm",https://www.betootaadvocate.com/breaking-news/scotty-distracts-news-cycle-with-photos-of-him-at-home-building-a-100000-hen-battery-farm/,1
75,First-Year Uni Student Manages 3 Whole Sips Of Beer Before Bringing Up ATAR With New Classmates,https://www.betootaadvocate.com/breaking-news/first-year-uni-student-manages-3-whole-sips-of-beer-before-bringing-up-atar-with-new-classmates/,1
76,Scotty In Dire Need Of A Rugby League Player To Punch The Fuck Out Of A Bouncer Right Now,https://www.betootaadvocate.com/breaking-news/scotty-could-really-use-a-rugby-league-player-punching-the-fuck-out-of-a-stranger-right-now/,1
77,Herald Sun Must Have Missed The Memos About Neo-Nazis Attacking Innocent Civilians This Week,https://www.betootaadvocate.com/breaking-news/herald-sun-must-have-missed-the-memos-about-neo-nazis-attacking-innocent-civilians-this-week/,1
78,Local Triathlete Sets New Personal Best For Post-Race Social Media Upload And Caption,https://www.betootaadvocate.com/breaking-news/local-triathlete-sets-new-personal-best-for-post-race-social-media-upload-and-caption/,1
79,Australians Currently Relying On Fired Up Cabbies For News Updates,https://www.betootaadvocate.com/breaking-news/australians-currently-relying-on-fired-up-cabbies-for-news-updates/,1
80,Frydenberg’s Media Code Hospital Pass Starting To Look A Lot Like Turnbull’s NBN Hospital Pass,https://www.betootaadvocate.com/breaking-news/frydenbergs-media-code-hospital-pass-starting-to-look-a-lot-like-turnbulls-nbn-hospital-pass/,1
81,Jenny Tells PM To Look At Facebook Changes As If His Own Daughters Were Independent Newspapers,https://www.betootaadvocate.com/breaking-news/jenny-tells-pm-to-look-at-facebook-changes-as-if-his-own-daughters-were-independent-newspapers/,1
82,Pop Now Avid Supporter Of Refugees And Climate Action After 1 Day Without Sky News On Facebook,https://www.betootaadvocate.com/breaking-news/pop-now-avid-supporter-of-refugees-and-climate-action-after-1-day-without-sky-news-on-facebook/,1
83,Melbourne Yuppie Who First Voted Labor At 45 Will Take A Motherfucker’s Life For Dan Andrews,https://www.betootaadvocate.com/breaking-news/melbourne-yuppie-who-first-voted-labor-at-45-will-take-a-motherfuckers-life-for-dan-andrews/,1
84,Jenny Convinces PM To Stop Throwing Bricks From Grand Parade Overpass: “Think Of Our Girls”,https://www.betootaadvocate.com/breaking-news/jenny-convinces-pm-to-stop-throwing-bricks-from-grand-parade-overpass-think-of-our-girls/,1
85,Liberal Party Staffer Alleges She Was Raped By Colleague In Parliam… VACCINE NEARLY HERE!!,https://www.betootaadvocate.com/breaking-news/liberal-party-staffer-alleges-she-was-raped-by-colleague-in-parliam-vaccine-nearly-here/,1
86,Two Fa Deal At Servo Twists Tired Local Man’s Arm,https://www.betootaadvocate.com/breaking-news/two-fa-deal-at-servo-twists-tired-local-mans-arm/,1
87,Surfer PE Teacher Gives Drug Talk That Only Really Condemns ‘Today’s Hydroponic Shit’,https://www.betootaadvocate.com/breaking-news/surfer-pe-teacher-gives-drug-talk-that-only-really-condemns-todays-hydroponic-shit/,1
88,Millionaire Hot Seat Now The Last Remaining Avenue For Eddie McGuire’s Casual Racism,https://www.betootaadvocate.com/breaking-news/millionaire-hot-seat-now-the-last-remaining-avenue-for-eddie-mcguires-casual-racism/,1
89,Boomer Housewives Of Sutherland Warn Craig Kelly One More Conspiracy Away From Getting Zali’d,https://www.betootaadvocate.com/breaking-news/boomer-housewives-of-sutherland-warn-craig-kelly-one-more-conspiracy-away-from-getting-zalid/,1
90,Weeping Hedge Fund Billionaire Forced To Sell The Holiday House He’d Forgotten About,https://www.betootaadvocate.com/breaking-news/weeping-hedge-fund-billionaire-forced-to-sell-the-holiday-house-hed-forgotten-about/,1
91,Scotty From Marketing Looking Forward To Mixing Politics And Sport Again This Winter,https://www.betootaadvocate.com/breaking-news/scotty-from-marketing-looking-forward-to-mixing-politics-and-sport-again-this-winter/,1
92,Anthropologists Unable To Identify What Aussie Proud Boys In American Sportswear Are Proud Of,https://www.betootaadvocate.com/breaking-news/anthropologists-unable-to-identify-what-aussie-proud-boys-in-american-sportswear-are-proud-of/,1
93,Bar Introduces 10 Seconds Of Thinking Music For Indecisive Girlfriends,https://www.betootaadvocate.com/breaking-news/bar-introduces-10-seconds-of-thinking-music-for-indecisive-girlfriends/,1
94,Local Gen-Xer Celebrates 50th Birthday By Posting A Non-Ironic Minion Meme,https://www.betootaadvocate.com/breaking-news/local-gen-xer-celebrates-50th-birthday-by-posting-a-non-ironic-minion-meme/,1
95,Bloke Who Regularly Buys Pingers Off Strangers In Pub Bathrooms Not Sure What’s In This Vaccine,https://www.betootaadvocate.com/breaking-news/bloke-who-regularly-buys-pingers-off-strangers-in-pub-bathrooms-not-sure-whats-in-this-vaccine/,1
96,Bloke Who Uses Cricket To Distract Nation From Bushfires Says Politics And Sport Don’t Mix,https://www.betootaadvocate.com/breaking-news/bloke-who-uses-cricket-to-distract-nation-from-bushfires-says-politics-and-sport-dont-mix/,1
97,PM Says Arthur Phillip Wasn’t Having A Flash Day When He Decided To Pack The Guns And Smallpox,https://www.betootaadvocate.com/breaking-news/pm-says-arthur-philip-wasnt-having-a-flash-day-when-he-decided-to-pack-guns-and-smallpox/,1
98,Did You Know? Most Countries Don’t Celebrate The Day They Were Invaded By Colonial Superpowers,https://www.betootaadvocate.com/breaking-news/did-you-know-most-countries-dont-celebrate-the-day-they-were-invaded-by-colonial-superpowers/,1
99,Farmer Who Was Crying About Drought On 4 Corners 12 Months Ago Now Googling New Landcruisers,https://www.betootaadvocate.com/breaking-news/farmer-who-was-crying-about-drought-on-4-corners-12-months-ago-now-googling-new-landcruisers/,1
100,Punter Loudly Bragging About $500 Pokies Win Carefully Omits How Long He Sat There,https://www.betootaadvocate.com/breaking-news/bloke-loudly-bragging-about-500-pokies-win-carefully-omits-how-long-he-sat-there/,1
101,Tennis Stars Complaining About Quarantine Disrupting Training To Be Provided With Totem Kits,https://www.betootaadvocate.com/breaking-news/tennis-stars-complaining-about-quarantine-disrupting-training-to-be-provided-with-totem-kits/,1
102,"“This Year Will Be Different,” Says Woman Listening To 12 Song Playlist From 2014",https://www.betootaadvocate.com/breaking-news/this-year-will-be-different-says-woman-listening-to-12-song-playlist-from-2014/,1
103,Man Relaying Fun Story To Parents Pauses Carefully Edits Out The Pingers,https://www.betootaadvocate.com/breaking-news/man-relaying-fun-story-to-parents-pauses-carefully-edits-out-the-pingers/,1
104,Council Furious Over Mass Construction of Unapproved Dwellings,https://www.betootaadvocate.com/breaking-news/council-furious-over-mass-construction-of-unapproved-dwellings/,1
105,Local Woman Not Sure If She’s Found The One Or Its The First Time She’s Been Treated With Basic Dignity,https://www.betootaadvocate.com/breaking-news/local-woman-not-sure-if-shes-found-the-one-or-its-the-first-time-shes-been-treated-with-basic-dignity/,1
106,Public Wary Of Hastily Developed Vaccine They Demanded Be Developed Hastily,https://www.betootaadvocate.com/breaking-news/public-wary-of-hastily-developed-vaccine-they-demanded-be-developed-hastily/,1
107,Awkward Armpit Sniff Definitely Noticed By Hot Colleague,https://www.betootaadvocate.com/breaking-news/awkward-armpit-sniff-definitely-noticed-by-hot-colleague/,1
108,Nats Prepare For Leadership Spill As The Tamworth Cattle Dog Gets That Crazy Look In His Eyes,https://www.betootaadvocate.com/breaking-news/nats-prepare-for-leadership-spill-as-the-tamworth-cattle-dog-gets-that-crazy-look-in-his-eyes/,1
109,Nation’s Jobless Urged To Leave City And Find Work In Rural Towns With Huge Unemployment Rates,https://www.betootaadvocate.com/breaking-news/nations-jobless-urged-to-leave-city-and-find-work-in-rural-towns-with-huge-unemployment-rates/,1
110,"“She’ll Be Right,” Says Government As Efficacy Of AstraZeneca Jab Called Is Into Question",https://www.betootaadvocate.com/breaking-news/shell-be-right-says-government-as-efficacy-of-astrazeneca-jab-called-is-into-question/,1
111,Brisbane Families Finally Reunite After Gruelling 72 Hour Lockdown,https://www.betootaadvocate.com/breaking-news/brisbane-families-finally-reunite-after-spending-72-hours-divided-due-to-gruelling-lockdown/,1
112,Man Devastated By Test Results After Which Friends Character Are You Quiz Reveals He’s Monica,https://www.betootaadvocate.com/breaking-news/man-devastated-by-test-results-after-which-friends-character-are-you-quiz-reveals-hes-monica/,1
113,Local Women Horrified To Discover She’s Moved Up An Age Bracket,https://www.betootaadvocate.com/breaking-news/local-women-horrified-to-discover-shes-moved-up-an-age-bracket/,1
114,Local Bachelor Pretty Sure There Is Unfinished Business Between Him And Year 9 GF,https://www.betootaadvocate.com/breaking-news/local-bachelor-pretty-sure-there-is-unfinished-business-between-him-and-year-9-gf/,1
115,Two Poop Shy Girls Enter Hour Long Stand Off As Neither One Makes A Courtesy Flush,https://www.betootaadvocate.com/breaking-news/two-poop-shy-girls-enter-hour-long-stand-off-as-neither-one-makes-a-courtesy-flush/,1
116,Local Bloke Fights Suspicious Feeling That Alarm Hasn’t Gone Off In Case He Misses Out On Extra Sleep,https://www.betootaadvocate.com/breaking-news/local-bloke-fights-suspicious-feeling-that-alarm-hasnt-gone-off-in-case-he-misses-out-on-extra-sleep-2/,1
117,Valiant Owner Reckons He’s Been Using Push-To-Start For Years,https://www.betootaadvocate.com/breaking-news/valiant-owner-reckons-hes-been-using-push-to-start-for-years/,1
118,Friends Wonder If Their Mate Knows He And His Girlfriend Look Like Brother And Sister,https://www.betootaadvocate.com/breaking-news/friends-wonder-if-their-mate-knows-he-and-his-girlfriend-look-like-brother-and-sister/,1
119,True Crime Addict Scrambles To Find Something Cheerful To Watch Before Bed,https://www.betootaadvocate.com/breaking-news/true-crime-addict-scrambles-to-find-something-cheerful-to-watch-before-bed/,1
120,Local Man Who Is Financially Secure Enough To Afford A Psychologist Now Doesn’t Need One Anymore,https://www.betootaadvocate.com/breaking-news/local-man-who-is-financially-secure-enough-to-afford-a-psychologist-now-doesnt-need-one-anymore/,1
121,Kahlua & Milk Hangover Really Has That Extra Wobble,https://www.betootaadvocate.com/breaking-news/kahlua-milk-hangover-really-has-that-extra-wobble/,1
122,Tinder Creep Forced To Describe Genitalia After Phone Camera Breaks,https://www.betootaadvocate.com/breaking-news/tinder-creep-forced-to-describe-genitalia-after-phone-camera-breaks/,1
123,Boomer Accurately Predicts Overly Sentimental Facebook Post Won’t Even Get One Share,https://www.betootaadvocate.com/breaking-news/boomer-accurately-predicts-overly-sentimental-facebook-post-wont-even-get-one-share/,1
124,Heavily Typoed Text Message Gives Little Insight Into Mates Wild Night,https://www.betootaadvocate.com/breaking-news/heavily-typoed-text-message-gives-little-insight-into-mates-wild-night/,1
125,Fledgeling Real Estate Agent Immediately Shunned For Not Adopting Slicked Back Haircut,https://www.betootaadvocate.com/breaking-news/fledgeling-real-estate-agent-immediately-shunned-for-not-adopting-slicked-back-haircut/,1
126,Bloke Visiting Family For Chrissy Spends Majority Of Time Providing Tech Support To Relatives,https://www.betootaadvocate.com/breaking-news/bloke-visiting-family-for-chrissy-spends-majority-of-time-providing-tech-support-to-relatives/,1
127,Only Child Not Letting Anyone Else Play As Yoshi,https://www.betootaadvocate.com/breaking-news/only-child-not-letting-anyone-else-play-as-yoshi/,1
128,Hot Air Balloon Once Again The Most Impractical Form Of Air Travel After TigerAir Shutdown,https://www.betootaadvocate.com/breaking-news/hot-air-balloon-once-again-the-most-impractical-form-of-air-travel-after-tigerair-shutdown/,1
129,Children Shocked To Hear Mum Offer Health Advice That’s Not ‘Have Some Water’,https://www.betootaadvocate.com/breaking-news/children-shocked-to-hear-mum-offer-health-advice-thats-not-have-some-water/,1
130,Irish In-Law Forced Into Fielding In Backyard Cricket Didn’t Ask For Any Of This,https://www.betootaadvocate.com/breaking-news/irish-in-law-forced-into-fielding-in-backyard-cricket-didnt-ask-for-any-of-this/,1
131,Aunty Bonnie’s Cold Pasta Salad Fails To Get Any Takers At Family Christmas Lunch,https://www.betootaadvocate.com/breaking-news/aunty-bonnies-cold-pasta-salad-fails-to-get-any-takers-at-family-christmas-lunch/,1
132,Local Bloke Keeps Mental Tab On Everyone’s Meal To Figure Out If He Can Go Up For Seconds Yet,https://www.betootaadvocate.com/breaking-news/local-bloke-keeps-mental-tab-on-everyones-meal-to-figure-out-if-he-can-go-up-for-seconds-yet/,1
133,Emo Gladys Briefly Exits Bedroom To Sneak A Plate Of Potato Bake During Family Christmas,https://www.betootaadvocate.com/breaking-news/emo-gladys-briefly-exits-bedroom-to-sneak-a-plate-of-potato-bake-during-family-christmas/,1
134,Big Shot Uncle Ruins Christmas By Gifting Presents Outside Of Every Other Uncle’s Price Range,https://www.betootaadvocate.com/breaking-news/big-shot-uncle-ruins-christmas-by-gifting-presents-outside-of-every-other-uncles-price-range/,1
