,headline,article_link,is_sarcastic
34,0.27% of electorate choosing next PM definitely ‘will of the people’ say Tories,http://www.newsbiscuit.com/2021/05/26/0-27-of-electorate-choosing-next-pm-definitely-will-of-the-people-say-tories/,1
35,Spanky the rutting terrier annihilated by Boris at attempting to hump things,http://www.newsbiscuit.com/2021/05/26/spanky-the-rutting-terrier-annihilated-by-boris-at-attempting-to-hump-things/,1
36,NRA denounces Meghan for taking refuge in gun-free Britain,http://www.newsbiscuit.com/2021/05/25/nra-denounces-meghan-for-taking-refuge-in-gun-free-britain/,1
37,The NewsBiscuit Podcast (FREE to download),http://www.newsbiscuit.com/2021/05/25/the-newsbiscuit-podcast-free-to-download/,1
38,Belarus banned from 2022 Eurovision Song Contest in brutal retaliation.  More soon,http://www.newsbiscuit.com/2021/05/25/belarus-banned-from-2022-eurovision-song-contest-in-brutal-retaliation-more-soon/,1
39,Ryanair charges extra for unplanned stopover in Minsk.  More soon,http://www.newsbiscuit.com/2021/05/25/ryanair-charges-extra-for-unplanned-stopover-in-minsk-more-soon/,1
40,"Boris Johnson to star in “Three weddings and 130,000 funerals” sequel next year.  More later.",http://www.newsbiscuit.com/2021/05/25/boris-johnson-to-star-in-three-weddings-and-130000-funerals-sequel-next-year-more-later/,1
41,Worker who farted in firework factory couldn’t help letting one off.  More later,http://www.newsbiscuit.com/2021/05/24/worker-who-farted-in-firework-factory-couldnt-help-letting-one-off-more-later/,1
42,Dido Harding Opens Wedding Planning Business. More soon,http://www.newsbiscuit.com/2021/05/24/dido-harding-opens-wedding-planning-business-more-soon/,1
43,Prince Philip glad he doesn’t have to do the Queen’s hair any more,http://www.newsbiscuit.com/2021/05/24/prince-philip-glad-he-doesnt-have-to-do-the-queens-hair-any-more/,1
44,Johnson “followed the science” down a dark alley –  and strangled it to death. More soon,http://www.newsbiscuit.com/2021/05/24/johnson-followed-the-science-down-a-dark-alley-and-strangled-it-to-death-more-soon/,1
45,Palestinian on Grand Designs says he’s rebuilding his house just using dialogue,http://www.newsbiscuit.com/2021/05/24/palestinian-on-grand-designs-says-hes-rebuilding-his-house-just-using-dialogue/,1
46,Woman that ‘doesn’t give a toss’ about Friends reunion sectioned,http://www.newsbiscuit.com/2021/05/23/woman-that-doesnt-give-a-toss-about-friends-reunion-sectioned/,1
47,Boris pledges to get Eurovision done. More soon,http://www.newsbiscuit.com/2021/05/23/boris-pledges-to-get-eurovision-done-more-soon/,1
48,Benefit Offices seconded as vaccination centres to be known as Jab Centres. More soon,http://www.newsbiscuit.com/2021/05/23/benefit-offices-seconded-as-vaccination-centres-to-be-known-as-jab-centres-more-soon/,1
49,Brexiteers Call For New Commonwealthvision Song Contest To Replace Eurovision. More soon,http://www.newsbiscuit.com/2021/05/23/brexiteers-call-for-new-commonwealthvision-song-contest-to-replace-eurovision-more-soon/,1
50,"Germans can’t travel to UK, or Britons to Germany. But they can meet in Portugal. More soon",http://www.newsbiscuit.com/2021/05/23/germans-cant-travel-to-uk-or-britons-to-germany-but-they-can-meet-in-portugal-more-soon/,1
51,"Fury and Joshua can just have a scrap in my car park, says pub landlord",http://www.newsbiscuit.com/2021/05/22/fury-and-joshua-can-just-have-a-scrap-in-my-car-park-says-pub-landlord/,1
52,Australian trade deal risks flooding UK with cheap pop music,http://www.newsbiscuit.com/2021/05/21/australian-trade-deal-risks-flooding-uk-with-cheap-pop-music/,1
53,World leaders deny developing a deny everything app,http://www.newsbiscuit.com/2021/05/21/world-leaders-deny-developing-a-deny-everything-app/,1
54,‘Supply vicars’ unable to control unruly congregation,http://www.newsbiscuit.com/2021/05/21/supply-vicars-unable-to-control-unruly-congregation-272/,1
55,"Scandal, as teachers award higher grades to brighter students",http://www.newsbiscuit.com/2021/05/21/scandal-as-teachers-award-higher-grades-to-brighter-students/,1
56,New NHS 222 phone service to offer second opinions,http://www.newsbiscuit.com/2021/05/20/new-nhs-222-phone-service-to-offer-second-opinions/,1
57,UK ‘overwhelming favourites’ to win Eurovision,http://www.newsbiscuit.com/2021/05/20/uk-overwhelming-favourites-to-win-eurovision/,1
58,Cummings to Release Barnard Castle Eye Test,http://www.newsbiscuit.com/2021/05/19/cummings-to-release-barnard-castle-eye-test/,1
59,"To even things up, MoD to export rocks to Palestine",http://www.newsbiscuit.com/2021/05/19/to-even-things-up-mod-to-export-rocks-to-palestine/,1
60,Unwanted bath oil completes century of being won in raffle,http://www.newsbiscuit.com/2021/05/19/unwanted-bath-oil-completes-century-of-being-won-in-raffle/,1
61,First 10 plane loads to land in Portugal all journalists reporting you can visit,http://www.newsbiscuit.com/2021/05/19/first-10-plane-loads-to-land-in-portugal-all-journalists-reporting-you-can-visit/,1
62,Roy Hodgson flies the The Eagles’ nest. More soon,http://www.newsbiscuit.com/2021/05/18/roy-hodgson-flies-the-the-eagles-nest-more-soon/,1
63,Passenger who fell down aircraft steps suffers from airline fracture. More soon,http://www.newsbiscuit.com/2021/05/18/passenger-who-fell-down-aircraft-steps-suffers-from-airline-fracture-more-soon/,1
64,NHS Nurse from New Zealand resigns when she discovers who she was looking after. More soon,http://www.newsbiscuit.com/2021/05/18/nhs-nurse-from-new-zealand-resigns-when-she-discovers-who-she-was-looking-after-more-soon/,1
65,Airline passengers worry over contracting terminal illness. More soon,http://www.newsbiscuit.com/2021/05/18/airline-passengers-worry-over-contracting-terminal-illness-more-soon/,1
66,Gloucester cafes allowed to excavate basements as restrictions ease. More soon,http://www.newsbiscuit.com/2021/05/18/gloucester-cafes-allowed-to-excavate-basements-as-restrictions-ease-more-soon/,1
67,One half of nation certain other half hypnotised by spivs,http://www.newsbiscuit.com/2021/05/17/one-half-of-nation-certain-other-half-hypnotised-by-spivs/,1
68,Excitement Builds As New Portugal Variant Set For Release In August!,http://www.newsbiscuit.com/2021/05/16/excitement-builds-as-new-portugal-variant-set-for-release-in-august/,1
69,Parents Unanimously Agree To Tell Kids Parties Are Banned Forever,http://www.newsbiscuit.com/2021/05/15/parents-unanimously-agree-to-tell-kids-parties-are-banned-forever/,1
70,Bitcoin Crash As Tesla Accepts Tulip Bulbs,http://www.newsbiscuit.com/2021/05/15/bitcoin-crash-as-tesla-accepts-tulip-bulbs/,1
71,Jack the Giant Killer will no longer accept Magic Beans in return for cows,http://www.newsbiscuit.com/2021/05/14/jack-the-giant-killer-will-no-longer-accept-magic-beans-in-return-for-cows/,1
72,Google Drunk to be added to Google Street View,http://www.newsbiscuit.com/2021/05/14/google-drunk-to-be-added-to-google-street-view/,1
73,Israel asks UK: ‘Colonialism. Does it end well?’,http://www.newsbiscuit.com/2021/05/14/israel-asks-uk-colonialism-does-it-end-well/,1
74,Fake vs Natural grass row escalates,http://www.newsbiscuit.com/2021/05/14/fake-vs-natural-grass-row-escalates/,1
75,NHS Waiting List Crisis: Diagnosis to be made by Facebook Groups,http://www.newsbiscuit.com/2021/05/14/nhs-waiting-list-crisis-diagnosis-to-be-made-by-facebook-groups/,1
76,Woman Caught In Massive WhatsApp Group Chat ‘At Breaking Point’,http://www.newsbiscuit.com/2021/05/13/woman-caught-in-massive-whatsapp-group-chat-at-breaking-point/,1
77,PM to allow his patented ‘special hug’,http://www.newsbiscuit.com/2021/05/12/pm-to-allow-his-patented-special-hug/,1
78,London sex workers remain cash-based to avoid innuendo,http://www.newsbiscuit.com/2021/05/12/london-sex-workers-to-remain-cash-based/,1
79,Queen’s speech confirms general election vote will require Tory member photo ID,http://www.newsbiscuit.com/2021/05/12/queens-speech-confirms-general-election-vote-will-require-tory-member-photo-id/,1
80,Boris puts Mars on the UK’s green travel list,http://www.newsbiscuit.com/2021/05/12/boris-puts-mars-on-the-uks-green-travel-list/,1
81,"Man desperate to go back to the office, devastated to find his job is still shit",http://www.newsbiscuit.com/2021/05/11/116146/,1
82,Woman asks: ‘Should I pay an overdue e-bill for an iPhone I don’t have?’,http://www.newsbiscuit.com/2021/05/11/woman-asks-should-i-pay-an-overdue-e-bill-for-an-iphone-i-dont-have/,1
83,Man admits to watching a single episode of Game of Thrones after all,http://www.newsbiscuit.com/2021/05/11/man-admits-to-watching-a-single-episode-of-game-of-thrones-after-all/,1
84,"Government to allow ‘hugging with caution’, or as the British call it, hugging",http://www.newsbiscuit.com/2021/05/11/government-to-allow-hugging-with-caution-or-as-the-british-call-it-hugging/,1
85,"“Cautious hugging” same as “tentative shagging”, experts say.",http://www.newsbiscuit.com/2021/05/11/cautious-hugging-same-as-tentative-shagging-experts-say/,1
86,Keir Starmer punching himself in the face repeatedly,http://www.newsbiscuit.com/2021/05/10/keir-starmer-punching-himself-in-the-face-repeatedly/,1
87,Scepticism as man claims ‘perfect result’ after just one cycle in pop-up toaster,http://www.newsbiscuit.com/2021/05/10/scepticism-as-man-claims-perfect-result-after-just-one-cycle-in-pop-up-toaster/,1
88,Hugging to be allowed again soon…Trees Pissed off.,http://www.newsbiscuit.com/2021/05/10/hugging-to-be-allowed-again-soon-trees-pissed-off/,1
89,Steel City rusty after Wednesday and United both relegated,http://www.newsbiscuit.com/2021/05/10/steel-city-rusty-after-wednesday-and-united-both-relegated/,1
90,Royals had to sell secrets because Brits weren’t being squeezed for enough cash,http://www.newsbiscuit.com/2021/05/10/royals-had-to-sell-secrets-because-brits-werent-being-squeezed-for-enough-cash/,1
91,Methane crisis: Farting to be rationed,http://www.newsbiscuit.com/2021/05/09/methane-crisis-farting-to-be-rationed/,1
92,Man driven to brink by contemplating 76 shades of white paint,http://www.newsbiscuit.com/2021/05/09/man-driven-to-brink-by-contemplating-76-shades-of-white-paint/,1
93,"Man who disappeared from barbecue ‘missing, presumed warm’",http://www.newsbiscuit.com/2021/05/09/man-who-disappeared-from-barbecue-missing-presumed-warm/,1
94,Internet Standards Committee decrees: it’s an alley,http://www.newsbiscuit.com/2021/05/08/internet-standards-committee-decrees-its-an-alley/,1
95,NHS to launch ‘Complete Moron’ tracing app,http://www.newsbiscuit.com/2021/05/08/nhs-to-launch-to-complete-moron-tracing-app/,1
96,British and French shepherds clash over disputed pastures,http://www.newsbiscuit.com/2021/05/08/british-and-french-shepherds-clash-over-disputed-pastures/,1
97,Coronavirus: Boomers buggering it up for everyone else one last time,http://www.newsbiscuit.com/2021/05/07/coronavirus-boomers-buggering-it-up-for-everyone-else-one-last-time/,1
98,"Death, blah, the bloody French, blah blah, oh and the fat one left Little Mix. More soon",http://www.newsbiscuit.com/2021/05/07/death-blah-the-bloody-french-blah-blah-oh-and-the-fat-one-left-little-mix-more-soon/,1
99,"Labour must learn to kill old folk and screw nurses, says Starmer. More soon",http://www.newsbiscuit.com/2021/05/07/labour-must-learn-to-kill-old-folk-and-screw-nurses-says-starmer-more-soon/,1
100,"Well, just as long as Count Binface finishes ahead of Laurence Fox, says everyone. More soon",http://www.newsbiscuit.com/2021/05/07/well-just-as-long-as-count-binface-finishes-ahead-of-laurence-fox-says-everyone-more-soon/,1
101,"Emery tells Arsenal: Oooh, you are awful… More soon",http://www.newsbiscuit.com/2021/05/07/emery-tells-arsenal-oooh-you-are-awful/,1
102,Lambs!,http://www.newsbiscuit.com/2021/05/06/lambs/,1
103,The Guardian celebrates 200 ears. More soon,http://www.newsbiscuit.com/2021/05/06/the-guardian-celebrates-200-ears-more-soon/,1
104,G7 summit finally resolves to C major summit. More soon,http://www.newsbiscuit.com/2021/05/06/g7-summit-finally-resolves-to-c-major-summit-more-soon/,1
105,Entente Cordiale watered down. More soon,http://www.newsbiscuit.com/2021/05/06/entente-cordiale-watered-down-more-soon/,1
106,Hartlepool turkeys strongly pro-Christmas,http://www.newsbiscuit.com/2021/05/06/hartlepool-turkeys-strongly-pro-christmas/,1
107,DIY enthusiast Meghan Markle releases bench-building debut,http://www.newsbiscuit.com/2021/05/05/diy-enthusiast-meghan-markle-releases-bench-building-debut/,1
108,"Countdown creator dies aged 4 x 25, divide 9 by 3, add the 1 and take it away. More soon",http://www.newsbiscuit.com/2021/05/05/countdown-creator-dies-aged-4-x-25-divide-9-by-3-add-the-1-and-take-it-away-more-soon/,1
109,Gates admits: ‘I should’ve had back-up marriage in cloud’. More soon,http://www.newsbiscuit.com/2021/05/05/gates-admits-i-shouldve-had-back-up-marriage-in-cloud-more-soon/,1
110,NewsBiscuit’s guide to ongoing celebrity joint ventures,http://www.newsbiscuit.com/2021/05/05/newsbiscuits-guide-to-ongoing-celebrity-joint-ventures/,1
111,Trials of ‘paper money’ successful,http://www.newsbiscuit.com/2021/05/05/trials-of-paper-money-successful/,1
112,Melinda Gates to get Belgium in divorce settlement,http://www.newsbiscuit.com/2021/05/04/melinda-gates-to-get-belgium-in-divorce-settlement/,1
113,Line of Duty was all just Cressida Dick’s dream,http://www.newsbiscuit.com/2021/05/04/line-of-duty-was-all-just-cressida-dicks-dream/,1
114,"Without coffee shops, the UK rediscovers how to drink coffee quickly",http://www.newsbiscuit.com/2021/05/04/without-coffee-shops-the-uk-rediscovers-how-to-drink-coffee-quickly/,1
115,Man who said ‘boo’ to a goose in critical condition in hospital,http://www.newsbiscuit.com/2021/05/04/man-who-said-boo-to-a-goose-in-critical-condition-in-hospital/,1
116,Fury as ‘ungrateful’ India rejects recycled claps for NHS,http://www.newsbiscuit.com/2021/05/03/fury-as-ungrateful-india-rejects-recycled-claps-for-nhs/,1
117,"‘Use cheap foreign labour to pick the fruit’, says furloughed Brexiteer",http://www.newsbiscuit.com/2021/05/03/use-cheap-foreign-labour-to-pick-the-fruit-says-furloughed-brexiteer/,1
118,Peter Hain ‘didn’t say anything interesting in 25 years of being spied on’. More soon,http://www.newsbiscuit.com/2021/05/03/peter-hain-didnt-say-anything-interesting-in-25-years-of-being-spied-on-more-soon/,1
119,£50K of Johnson flat refurb money definately not from Ted Hastings. More soon,http://www.newsbiscuit.com/2021/05/03/50k-of-johnson-flat-refurb-money-definately-not-from-ted-hastings-more-soon/,1
120,Failed drawing board designer goes back to … er … More soon,http://www.newsbiscuit.com/2021/05/03/failed-drawing-board-designer-goes-back-to-er-more-soon/,1
121,Many to use May Day bank holiday to ponder utter futility of existence,http://www.newsbiscuit.com/2021/05/02/many-to-use-may-day-bank-holiday-to-ponder-utter-futility-of-existence/,1
122,‘Voters happy with corruption as long as MPs honest about it’ claims new poll,http://www.newsbiscuit.com/2021/05/02/voters-happy-with-corruption-as-long-as-mps-honest-about-it-say-mori/,1
123,‘People aren’t interested in piracy but in impressive shanties’ claims Blackbeard,http://www.newsbiscuit.com/2021/05/01/people-arent-interested-in-piracy-but-in-impressive-shanties-claims-blackbeard/,1
124,ITV ‘zero tolerance to bullying’ questioned by 66 million Piers Morgan victims,http://www.newsbiscuit.com/2021/05/01/itv-zero-tolerance-to-bullying-questioned-by-66-million-piers-morgan-victims/,1
125,Latest Tesla model will make your funeral arrangements as it drives into truck,http://www.newsbiscuit.com/2021/05/01/latest-tesla-model-will-make-your-funeral-arrangements-as-it-drives-into-truck/,1
126,Boris Johnson’s personal phone number discovered on Pioneer 10 plaque,http://www.newsbiscuit.com/2021/05/01/boris-johnsons-personal-phone-number-discovered-on-pioneer-10-plaque/,1
127,Co-op bag for life transferred to death row. More soon,http://www.newsbiscuit.com/2021/05/01/co-op-bag-for-life-transferred-to-death-row-more-soon/,1
128,Biden congratulated on 100 days of not being Trump,http://www.newsbiscuit.com/2021/04/30/biden-congratulated-on-100-days-of-not-being-trump/,1
129,Jon Snow to leave Channel 4 News because “Winter is Coming”. More soon.,http://www.newsbiscuit.com/2021/04/30/jon-snow-to-leave-channel-4-news-because-winter-is-coming-more-soon/,1
130,Carrie furious over refurb as Boris used Mr.O’Reilly.,http://www.newsbiscuit.com/2021/04/30/carrie-furious-over-refurb-as-boris-used-mr-oreilly/,1
131,Charity Appeal: Adopt A Tory MP For Just £30k a Month!,http://www.newsbiscuit.com/2021/04/30/charity-appeal-adopt-a-tory-mp-for-just-30k-a-month/,1
132,£4 billion cut to foreign aid ‘100% justified’ as Boris needs new downstairs toilet,http://www.newsbiscuit.com/2021/04/30/4-billion-cut-to-foreign-aid-100-justified-as-boris-needs-new-downstairs-toilet/,1
133,BMW confirms self-driving cars won’t be fitted with indicators,http://www.newsbiscuit.com/2021/04/29/bmw-confirms-self-driving-cars-wont-be-fitted-with-indicators/,1
134,Arlene Foster given Golden Bowler Hat by DUP.,http://www.newsbiscuit.com/2021/04/29/arlene-foster-given-golden-bowler-hat-by-dup/,1
135,Shock As Travel Boss Thinks Travel Ban Should Be Lifted,http://www.newsbiscuit.com/2021/04/29/shock-as-travel-boss-thinks-travel-ban-should-be-lifted/,1
136,Pandemic affects Tories’ ability to understand simple concepts like sleaze,http://www.newsbiscuit.com/2021/04/29/tories-forget-what-corruption-means/,1
137,Man shows how uninterested he is by writing a detailed argument about it,http://www.newsbiscuit.com/2021/04/29/man-shows-how-uninterested-he-is-by-writing-a-detailed-argument-about-it/,1
138,Consequences ‘for other people’ fumes PM,http://www.newsbiscuit.com/2021/04/28/consequences-for-other-people-fumes-pm/,1
139,Boris Johnson’s ‘Make Britain Pile Again’ Speech in Full,http://www.newsbiscuit.com/2021/04/28/boris-johnsons-make-britain-pile-again-speech-in-full/,1
140,EasyJet offering flights to pop you down to the shops,http://www.newsbiscuit.com/2021/04/28/easyjet-offering-flights-to-pop-you-down-to-the-shops/,1
141,Boris issues flat denial,http://www.newsbiscuit.com/2021/04/28/boris-issues-flat-denial/,1
142,Bananarama to stand against Theresa May in Maidenhead,http://www.newsbiscuit.com/2021/04/28/bananarama-to-stand-against-theresa-may-in-maidenhead/,1
143,Children wary of the new ‘Prince Andrew Award’,http://www.newsbiscuit.com/2021/04/27/children-wary-of-the-new-prince-andrew-award/,1
144,NASA helicopter tests on Mars annoy locals,http://www.newsbiscuit.com/2021/04/27/nasa-helicopter-tests-on-mars-annoy-locals/,1
145,Huge fatberg of lobbyists found in Westminster drain,http://www.newsbiscuit.com/2021/04/27/huge-fatberg-of-lobbyists-found-in-westminster-drain/,1
146,Listen to NewsBiscuit’s podcast https://youtu.be/e4MnkhfQGdA,http://www.newsbiscuit.com/2021/04/27/listen-to-newsbiscuits-podcast-httpsyoutu-bee4mnkhfqgda/,1
147,"PM says ‘If Postmasters had embezzled millions, they’d have got away with it’",http://www.newsbiscuit.com/2021/04/26/pm-says-if-postmasters-had-embezzled-millions-theyd-have-got-away-with-it/,1
148,Dominic Cummings Leaked PM’s Private Messages To ‘Test Eyesight’,http://www.newsbiscuit.com/2021/04/26/dominic-cummings-leaked-pms-private-messages-to-test-eyesight/,1
149,God cancels flood after outbreak of animal swingers’ parties on ark,http://www.newsbiscuit.com/2021/04/26/god-cancels-flood-after-outbreak-of-animal-swingers-parties-on-ark/,1
150,Britain ‘comes out’ as openly racist,http://www.newsbiscuit.com/2021/04/25/britain-%e2%80%98comes-out%e2%80%99-as-openly-racist/,1
151,Cummings denies the cardboard box was full of text messages. More later.,http://www.newsbiscuit.com/2021/04/25/cummings-denies-the-cardboard-box-was-full-of-text-messages-more-later/,1
152,Post Office workers finally delivered overdue justice. More later.,http://www.newsbiscuit.com/2021/04/25/post-office-workers-finally-delivered-overdue-justice-more-later/,1
153,Shock as couple rent cabin in woods without being murdered,http://www.newsbiscuit.com/2021/04/25/shock-as-couple-rent-cabin-in-woods-without-being-murdered/,1
154,Question Time to re-introduce out-of-their-depth celebrities by September,http://www.newsbiscuit.com/2021/04/25/question-time-to-re-introduce-out-of-their-depth-celebrities-by-september/,1
155,"Man missing for three years, after getting the bins in, discovered live and well",http://www.newsbiscuit.com/2021/04/24/man-missing-for-three-years-after-getting-the-bins-in-discovered-live-and-well/,1
156,Post Office Managers still in queue to hear appeal verdict. More later.,http://www.newsbiscuit.com/2021/04/24/post-office-managers-still-in-queue-to-hear-appeal-verdict-more-later/,1
157,Trainee proctologist told he’ll be starting at the bottom. More later.,http://www.newsbiscuit.com/2021/04/24/trainee-proctologist-told-hell-be-starting-at-the-bottom-more-later/,1
158,Hansard to be published via text,http://www.newsbiscuit.com/2021/04/24/hansard-to-be-published-via-text/,1
159,"Boris retains mandate to send everything to shit, so long as Footy saved",http://www.newsbiscuit.com/2021/04/24/boris-retains-mandate-to-send-everything-to-shit-so-long-as-footy-saved/,1
160,Church of England to insist on at least one believer on Bishop shortlists,http://www.newsbiscuit.com/2021/04/23/church-of-england-to-insist-on-at-least-one-believer-on-bishop-shortlists/,1
161,Shock and awe as American justice system appears to do the right thing. More later.,http://www.newsbiscuit.com/2021/04/23/shock-and-awe-as-american-justice-system-appears-to-do-the-right-thing-more-later/,1
162,Britain to drop Monday from week,http://www.newsbiscuit.com/2021/04/23/britain-to-drop-monday-from-week/,1
163,Elmer Fudd joins critics of WhatsApp doc lobbying describing it as ‘wascawwy’ More later,http://www.newsbiscuit.com/2021/04/23/elmer-fudd-joins-critics-of-whatsapp-doc-lobbying-describing-it-as-wascawwy-more-later/,1
164,"Pointless Media Studies degree courses facing closure, warn under-achieving academics",http://www.newsbiscuit.com/2021/04/23/pointless-media-studies-degree-courses-facing-closure-warn-under-achieving-academics/,1
165,For sale: Number 10 media briefing room – one careless owner. More later,http://www.newsbiscuit.com/2021/04/22/for-sale-number-10-media-briefing-room-one-careless-owner-more-later/,1
166,Putin on a Blitz,http://www.newsbiscuit.com/2021/04/22/putin-on-a-blitz/,1
167,Dyson produces a Moral Vacuum. More later.,http://www.newsbiscuit.com/2021/04/22/dyson-produces-a-moral-vacuum-more-later/,1
168,Need a fweindly hug after being rejected from a pub? – Keir Beers. More later.,http://www.newsbiscuit.com/2021/04/22/need-a-fweindly-hug-after-being-rejected-from-a-pub-keir-beers-more-later/,1
169,Ghost of Jackie Milburn in support of North East Super League,http://www.newsbiscuit.com/2021/04/22/alan-shearer-in-support-of-north-east-super-league/,1
170,Starmer thrown out with the Bath water. More later.,http://www.newsbiscuit.com/2021/04/21/starmer-thrown-out-with-the-bath-water-more-later/,1
171,"The Charge of the Footy Brigade – Superleague, Superleague, Superleague Onward. More later.",http://www.newsbiscuit.com/2021/04/21/the-charge-of-the-footy-brigade-superleague-superleague-superleague-onward-more-later/,1
172,Childcare reforms lead to first battery-farm nurseries,http://www.newsbiscuit.com/2021/04/21/childcare-reforms-lead-to-first-battery-farm-nurseries/,1
173,"Saudi princes, Russian billionaires and American tycoons to break away from EPL. More later.",http://www.newsbiscuit.com/2021/04/21/saudi-princes-russian-billionaires-and-american-tycoons-to-break-away-from-epl-more-later/,1
174,Some people think its all over..it f**king is now. More later.,http://www.newsbiscuit.com/2021/04/21/some-people-think-its-all-over-it-fking-is-now-more-later/,1
175,New Super League to feature a competitive circle jerk,http://www.newsbiscuit.com/2021/04/20/new-super-league-to-feature-a-competitive-circle-jerk/,1
