,headline,article_link,is_sarcastic
51,Government appoints Franz Kafka as new Head of Test and Trace service,https://rochdaleherald.co.uk/2020/09/17/government-appoints-franz-kafka-as-new-head-of-test-and-trace-service,1
52,22 year old discovers new green job is actually vegetable picking,https://rochdaleherald.co.uk/2020/07/08/22-year-old-discovers-new-green-job-is-actually-vegetable-picking,1
53,Drunk driver that crashed car into tree blames tree for causing accident,https://rochdaleherald.co.uk/2020/07/06/drunk-driver-that-crashed-car-into-tree-blames-tree-for-causing-accident,1
54,Scientists observe Burnley residents using simple tools and communicating in primitive grunts,https://rochdaleherald.co.uk/2020/06/23/scientists-observe-burnley-residents-using-simple-tools-and-communicating-in-primitive-grunts,1
55,Burnley residents fear diversity means marrying outside of immediate family,https://rochdaleherald.co.uk/2020/06/23/burnley-residents-fear-diversity-means-marrying-outside-of-immediate-family,1
56,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
57,"Earthquake rescue workers assured Leighton Buzzard is fine, it’s supposed to look like that",https://rochdaleherald.co.uk/2020/09/22/earthquake-rescue-workers-assured-leighton-buzzard-is-fine-its-supposed-to-look-like-that,1
58,Grouse shoots report sudden increase in children’s birthday party bookings,https://rochdaleherald.co.uk/2020/09/15/grouse-shoots-report-sudden-increase-in-childrens-birthday-party-bookings,1
59,Criminals allowed to break law in ‘specific and limited way’ ,https://rochdaleherald.co.uk/2020/09/09/criminals-allowed-to-break-law-in-specific-and-limited-way,1
60,Deadly brain eating microbe starves to death in Texas water supply,https://rochdaleherald.co.uk/2020/09/27/deadly-brain-eating-microbe-starves-to-death-in-texas-water-supply,1
61,Tommy Robinson begins campaign to have himself deported from Spain,https://rochdaleherald.co.uk/2020/07/29/tommy-robinson-begins-campaign-to-have-himself-deported-from-spain,1
62,Man that spent last month saying all lives matter furious at 3 million Hong Kong residents being offered UK citizenship,https://rochdaleherald.co.uk/2020/07/01/man-that-spent-last-month-saying-all-lives-matter-furious-at-3-million-hong-kong-residents-being-offered-uk-citizenship,1
63,Trump tells reporters that he’s cured Megadeth,https://rochdaleherald.co.uk/2020/06/17/trump-tells-reporters-that-hes-cured-megadeth,1
64,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
65,Chris Witty signs lucrative sponsorship deal with Andrex toilet paper,https://rochdaleherald.co.uk/2020/09/21/chris-witty-signs-lucrative-sponsorship-deal-with-andrex-toilet-paper,1
66,Tories “Limited and specific” law breaking given thumbs up by criminals,https://rochdaleherald.co.uk/2020/09/16/limited-and-specific-law-breaking-given-thumbs-up-by-criminals,1
67,NHS Test and Trace Centre discovered on Venus,https://rochdaleherald.co.uk/2020/09/16/nhs-test-and-trace-centre-discovered-on-venus,1
68,Turn your house into a Costa and other tips for hosting gatherings of more than 6 people,https://rochdaleherald.co.uk/2020/09/09/turn-your-house-into-a-costa-and-other-tips-for-hosting-gatherings-of-more-than-6-people,1
69,Scary brexiteer “Mogo” revealed to be a hoax,https://rochdaleherald.co.uk/2019/02/28/scary-brexiteer-mogo-revealed-to-be-a-hoax,1
70,The Rochdale Herald Christmas Top Ten – Numero Uno – Glastonbury food vendors uproar after Jeremy Corbyn feeds festival with five loaves and two fish,https://rochdaleherald.co.uk/2017/12/24/rochdale-herald-christmas-top-ten-numero-uno-glastonbury-food-vendors-uproar-jeremy-corbyn-feeds-festival-five-loaves-two-fish,1
71,The Rochdale Herald Christmas Top Ten – Number 2 – Prince Philip deemed fit to work after ATOS work capability assessment,https://rochdaleherald.co.uk/2017/12/23/rochdale-herald-christmas-top-ten-number-2-prince-philip-deemed-fit-work-atos-work-capability-assessment,1
72,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
73,Chris Rea not driving home for Christmas as Teesside enters Tier 3 Covid restrictions,https://rochdaleherald.co.uk/2020/12/02/chris-rea-not-driving-home-for-christmas-as-teesside-enters-tier-3-covid-restrictions,1
74,Deadly brain eating microbe starves to death in Texas water supply,https://rochdaleherald.co.uk/2020/09/27/deadly-brain-eating-microbe-starves-to-death-in-texas-water-supply,1
75,"Earthquake rescue workers assured Leighton Buzzard is fine, it’s supposed to look like that",https://rochdaleherald.co.uk/2020/09/22/earthquake-rescue-workers-assured-leighton-buzzard-is-fine-its-supposed-to-look-like-that,1
76,Chris Witty signs lucrative sponsorship deal with Andrex toilet paper,https://rochdaleherald.co.uk/2020/09/21/chris-witty-signs-lucrative-sponsorship-deal-with-andrex-toilet-paper,1
77,Government appoints Franz Kafka as new Head of Test and Trace service,https://rochdaleherald.co.uk/2020/09/17/government-appoints-franz-kafka-as-new-head-of-test-and-trace-service,1
78,22 year old discovers new green job is actually vegetable picking,https://rochdaleherald.co.uk/2020/07/08/22-year-old-discovers-new-green-job-is-actually-vegetable-picking,1
79,Drunk driver that crashed car into tree blames tree for causing accident,https://rochdaleherald.co.uk/2020/07/06/drunk-driver-that-crashed-car-into-tree-blames-tree-for-causing-accident,1
80,Scientists observe Burnley residents using simple tools and communicating in primitive grunts,https://rochdaleherald.co.uk/2020/06/23/scientists-observe-burnley-residents-using-simple-tools-and-communicating-in-primitive-grunts,1
81,Burnley residents fear diversity means marrying outside of immediate family,https://rochdaleherald.co.uk/2020/06/23/burnley-residents-fear-diversity-means-marrying-outside-of-immediate-family,1
82,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
83,"Earthquake rescue workers assured Leighton Buzzard is fine, it’s supposed to look like that",https://rochdaleherald.co.uk/2020/09/22/earthquake-rescue-workers-assured-leighton-buzzard-is-fine-its-supposed-to-look-like-that,1
84,Grouse shoots report sudden increase in children’s birthday party bookings,https://rochdaleherald.co.uk/2020/09/15/grouse-shoots-report-sudden-increase-in-childrens-birthday-party-bookings,1
85,Criminals allowed to break law in ‘specific and limited way’ ,https://rochdaleherald.co.uk/2020/09/09/criminals-allowed-to-break-law-in-specific-and-limited-way,1
86,Deadly brain eating microbe starves to death in Texas water supply,https://rochdaleherald.co.uk/2020/09/27/deadly-brain-eating-microbe-starves-to-death-in-texas-water-supply,1
87,Tommy Robinson begins campaign to have himself deported from Spain,https://rochdaleherald.co.uk/2020/07/29/tommy-robinson-begins-campaign-to-have-himself-deported-from-spain,1
88,Man that spent last month saying all lives matter furious at 3 million Hong Kong residents being offered UK citizenship,https://rochdaleherald.co.uk/2020/07/01/man-that-spent-last-month-saying-all-lives-matter-furious-at-3-million-hong-kong-residents-being-offered-uk-citizenship,1
89,Trump tells reporters that he’s cured Megadeth,https://rochdaleherald.co.uk/2020/06/17/trump-tells-reporters-that-hes-cured-megadeth,1
90,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
91,Chris Witty signs lucrative sponsorship deal with Andrex toilet paper,https://rochdaleherald.co.uk/2020/09/21/chris-witty-signs-lucrative-sponsorship-deal-with-andrex-toilet-paper,1
92,Tories “Limited and specific” law breaking given thumbs up by criminals,https://rochdaleherald.co.uk/2020/09/16/limited-and-specific-law-breaking-given-thumbs-up-by-criminals,1
93,NHS Test and Trace Centre discovered on Venus,https://rochdaleherald.co.uk/2020/09/16/nhs-test-and-trace-centre-discovered-on-venus,1
94,Turn your house into a Costa and other tips for hosting gatherings of more than 6 people,https://rochdaleherald.co.uk/2020/09/09/turn-your-house-into-a-costa-and-other-tips-for-hosting-gatherings-of-more-than-6-people,1
95,Scary brexiteer “Mogo” revealed to be a hoax,https://rochdaleherald.co.uk/2019/02/28/scary-brexiteer-mogo-revealed-to-be-a-hoax,1
96,The Rochdale Herald Christmas Top Ten – Numero Uno – Glastonbury food vendors uproar after Jeremy Corbyn feeds festival with five loaves and two fish,https://rochdaleherald.co.uk/2017/12/24/rochdale-herald-christmas-top-ten-numero-uno-glastonbury-food-vendors-uproar-jeremy-corbyn-feeds-festival-five-loaves-two-fish,1
97,The Rochdale Herald Christmas Top Ten – Number 2 – Prince Philip deemed fit to work after ATOS work capability assessment,https://rochdaleherald.co.uk/2017/12/23/rochdale-herald-christmas-top-ten-number-2-prince-philip-deemed-fit-work-atos-work-capability-assessment,1
98,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
99,Chris Rea not driving home for Christmas as Teesside enters Tier 3 Covid restrictions,https://rochdaleherald.co.uk/2020/12/02/chris-rea-not-driving-home-for-christmas-as-teesside-enters-tier-3-covid-restrictions,1
100,Deadly brain eating microbe starves to death in Texas water supply,https://rochdaleherald.co.uk/2020/09/27/deadly-brain-eating-microbe-starves-to-death-in-texas-water-supply,1
101,"Earthquake rescue workers assured Leighton Buzzard is fine, it’s supposed to look like that",https://rochdaleherald.co.uk/2020/09/22/earthquake-rescue-workers-assured-leighton-buzzard-is-fine-its-supposed-to-look-like-that,1
102,Chris Witty signs lucrative sponsorship deal with Andrex toilet paper,https://rochdaleherald.co.uk/2020/09/21/chris-witty-signs-lucrative-sponsorship-deal-with-andrex-toilet-paper,1
103,Government appoints Franz Kafka as new Head of Test and Trace service,https://rochdaleherald.co.uk/2020/09/17/government-appoints-franz-kafka-as-new-head-of-test-and-trace-service,1
104,22 year old discovers new green job is actually vegetable picking,https://rochdaleherald.co.uk/2020/07/08/22-year-old-discovers-new-green-job-is-actually-vegetable-picking,1
105,Drunk driver that crashed car into tree blames tree for causing accident,https://rochdaleherald.co.uk/2020/07/06/drunk-driver-that-crashed-car-into-tree-blames-tree-for-causing-accident,1
106,Scientists observe Burnley residents using simple tools and communicating in primitive grunts,https://rochdaleherald.co.uk/2020/06/23/scientists-observe-burnley-residents-using-simple-tools-and-communicating-in-primitive-grunts,1
107,Burnley residents fear diversity means marrying outside of immediate family,https://rochdaleherald.co.uk/2020/06/23/burnley-residents-fear-diversity-means-marrying-outside-of-immediate-family,1
108,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
109,"Earthquake rescue workers assured Leighton Buzzard is fine, it’s supposed to look like that",https://rochdaleherald.co.uk/2020/09/22/earthquake-rescue-workers-assured-leighton-buzzard-is-fine-its-supposed-to-look-like-that,1
110,Grouse shoots report sudden increase in children’s birthday party bookings,https://rochdaleherald.co.uk/2020/09/15/grouse-shoots-report-sudden-increase-in-childrens-birthday-party-bookings,1
111,Criminals allowed to break law in ‘specific and limited way’ ,https://rochdaleherald.co.uk/2020/09/09/criminals-allowed-to-break-law-in-specific-and-limited-way,1
112,Deadly brain eating microbe starves to death in Texas water supply,https://rochdaleherald.co.uk/2020/09/27/deadly-brain-eating-microbe-starves-to-death-in-texas-water-supply,1
113,Tommy Robinson begins campaign to have himself deported from Spain,https://rochdaleherald.co.uk/2020/07/29/tommy-robinson-begins-campaign-to-have-himself-deported-from-spain,1
114,Man that spent last month saying all lives matter furious at 3 million Hong Kong residents being offered UK citizenship,https://rochdaleherald.co.uk/2020/07/01/man-that-spent-last-month-saying-all-lives-matter-furious-at-3-million-hong-kong-residents-being-offered-uk-citizenship,1
115,Trump tells reporters that he’s cured Megadeth,https://rochdaleherald.co.uk/2020/06/17/trump-tells-reporters-that-hes-cured-megadeth,1
116,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
117,Chris Witty signs lucrative sponsorship deal with Andrex toilet paper,https://rochdaleherald.co.uk/2020/09/21/chris-witty-signs-lucrative-sponsorship-deal-with-andrex-toilet-paper,1
118,Tories “Limited and specific” law breaking given thumbs up by criminals,https://rochdaleherald.co.uk/2020/09/16/limited-and-specific-law-breaking-given-thumbs-up-by-criminals,1
119,NHS Test and Trace Centre discovered on Venus,https://rochdaleherald.co.uk/2020/09/16/nhs-test-and-trace-centre-discovered-on-venus,1
120,Turn your house into a Costa and other tips for hosting gatherings of more than 6 people,https://rochdaleherald.co.uk/2020/09/09/turn-your-house-into-a-costa-and-other-tips-for-hosting-gatherings-of-more-than-6-people,1
121,Scary brexiteer “Mogo” revealed to be a hoax,https://rochdaleherald.co.uk/2019/02/28/scary-brexiteer-mogo-revealed-to-be-a-hoax,1
122,The Rochdale Herald Christmas Top Ten – Numero Uno – Glastonbury food vendors uproar after Jeremy Corbyn feeds festival with five loaves and two fish,https://rochdaleherald.co.uk/2017/12/24/rochdale-herald-christmas-top-ten-numero-uno-glastonbury-food-vendors-uproar-jeremy-corbyn-feeds-festival-five-loaves-two-fish,1
123,The Rochdale Herald Christmas Top Ten – Number 2 – Prince Philip deemed fit to work after ATOS work capability assessment,https://rochdaleherald.co.uk/2017/12/23/rochdale-herald-christmas-top-ten-number-2-prince-philip-deemed-fit-work-atos-work-capability-assessment,1
124,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
125,Chris Rea not driving home for Christmas as Teesside enters Tier 3 Covid restrictions,https://rochdaleherald.co.uk/2020/12/02/chris-rea-not-driving-home-for-christmas-as-teesside-enters-tier-3-covid-restrictions,1
126,Deadly brain eating microbe starves to death in Texas water supply,https://rochdaleherald.co.uk/2020/09/27/deadly-brain-eating-microbe-starves-to-death-in-texas-water-supply,1
127,"Earthquake rescue workers assured Leighton Buzzard is fine, it’s supposed to look like that",https://rochdaleherald.co.uk/2020/09/22/earthquake-rescue-workers-assured-leighton-buzzard-is-fine-its-supposed-to-look-like-that,1
128,Chris Witty signs lucrative sponsorship deal with Andrex toilet paper,https://rochdaleherald.co.uk/2020/09/21/chris-witty-signs-lucrative-sponsorship-deal-with-andrex-toilet-paper,1
129,Government appoints Franz Kafka as new Head of Test and Trace service,https://rochdaleherald.co.uk/2020/09/17/government-appoints-franz-kafka-as-new-head-of-test-and-trace-service,1
130,22 year old discovers new green job is actually vegetable picking,https://rochdaleherald.co.uk/2020/07/08/22-year-old-discovers-new-green-job-is-actually-vegetable-picking,1
131,Drunk driver that crashed car into tree blames tree for causing accident,https://rochdaleherald.co.uk/2020/07/06/drunk-driver-that-crashed-car-into-tree-blames-tree-for-causing-accident,1
132,Scientists observe Burnley residents using simple tools and communicating in primitive grunts,https://rochdaleherald.co.uk/2020/06/23/scientists-observe-burnley-residents-using-simple-tools-and-communicating-in-primitive-grunts,1
133,Burnley residents fear diversity means marrying outside of immediate family,https://rochdaleherald.co.uk/2020/06/23/burnley-residents-fear-diversity-means-marrying-outside-of-immediate-family,1
134,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
135,"Earthquake rescue workers assured Leighton Buzzard is fine, it’s supposed to look like that",https://rochdaleherald.co.uk/2020/09/22/earthquake-rescue-workers-assured-leighton-buzzard-is-fine-its-supposed-to-look-like-that,1
136,Grouse shoots report sudden increase in children’s birthday party bookings,https://rochdaleherald.co.uk/2020/09/15/grouse-shoots-report-sudden-increase-in-childrens-birthday-party-bookings,1
137,Criminals allowed to break law in ‘specific and limited way’ ,https://rochdaleherald.co.uk/2020/09/09/criminals-allowed-to-break-law-in-specific-and-limited-way,1
138,Deadly brain eating microbe starves to death in Texas water supply,https://rochdaleherald.co.uk/2020/09/27/deadly-brain-eating-microbe-starves-to-death-in-texas-water-supply,1
139,Tommy Robinson begins campaign to have himself deported from Spain,https://rochdaleherald.co.uk/2020/07/29/tommy-robinson-begins-campaign-to-have-himself-deported-from-spain,1
140,Man that spent last month saying all lives matter furious at 3 million Hong Kong residents being offered UK citizenship,https://rochdaleherald.co.uk/2020/07/01/man-that-spent-last-month-saying-all-lives-matter-furious-at-3-million-hong-kong-residents-being-offered-uk-citizenship,1
141,Trump tells reporters that he’s cured Megadeth,https://rochdaleherald.co.uk/2020/06/17/trump-tells-reporters-that-hes-cured-megadeth,1
142,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
143,Chris Witty signs lucrative sponsorship deal with Andrex toilet paper,https://rochdaleherald.co.uk/2020/09/21/chris-witty-signs-lucrative-sponsorship-deal-with-andrex-toilet-paper,1
144,Tories “Limited and specific” law breaking given thumbs up by criminals,https://rochdaleherald.co.uk/2020/09/16/limited-and-specific-law-breaking-given-thumbs-up-by-criminals,1
145,NHS Test and Trace Centre discovered on Venus,https://rochdaleherald.co.uk/2020/09/16/nhs-test-and-trace-centre-discovered-on-venus,1
146,Turn your house into a Costa and other tips for hosting gatherings of more than 6 people,https://rochdaleherald.co.uk/2020/09/09/turn-your-house-into-a-costa-and-other-tips-for-hosting-gatherings-of-more-than-6-people,1
147,Scary brexiteer “Mogo” revealed to be a hoax,https://rochdaleherald.co.uk/2019/02/28/scary-brexiteer-mogo-revealed-to-be-a-hoax,1
148,The Rochdale Herald Christmas Top Ten – Numero Uno – Glastonbury food vendors uproar after Jeremy Corbyn feeds festival with five loaves and two fish,https://rochdaleherald.co.uk/2017/12/24/rochdale-herald-christmas-top-ten-numero-uno-glastonbury-food-vendors-uproar-jeremy-corbyn-feeds-festival-five-loaves-two-fish,1
149,The Rochdale Herald Christmas Top Ten – Number 2 – Prince Philip deemed fit to work after ATOS work capability assessment,https://rochdaleherald.co.uk/2017/12/23/rochdale-herald-christmas-top-ten-number-2-prince-philip-deemed-fit-work-atos-work-capability-assessment,1
150,Bears cleared of ‘shitting in the woods’ says watchdog,https://rochdaleherald.co.uk/2021/03/31/bears-cleared-of-shitting-in-the-woods-says-panel,1
151,Chris Rea not driving home for Christmas as Teesside enters Tier 3 Covid restrictions,https://rochdaleherald.co.uk/2020/12/02/chris-rea-not-driving-home-for-christmas-as-teesside-enters-tier-3-covid-restrictions,1
152,Deadly brain eating microbe starves to death in Texas water supply,https://rochdaleherald.co.uk/2020/09/27/deadly-brain-eating-microbe-starves-to-death-in-texas-water-supply,1
153,"Earthquake rescue workers assured Leighton Buzzard is fine, it’s supposed to look like that",https://rochdaleherald.co.uk/2020/09/22/earthquake-rescue-workers-assured-leighton-buzzard-is-fine-its-supposed-to-look-like-that,1
154,Chris Witty signs lucrative sponsorship deal with Andrex toilet paper,https://rochdaleherald.co.uk/2020/09/21/chris-witty-signs-lucrative-sponsorship-deal-with-andrex-toilet-paper,1
